127.0.0.1 - - [22/Jun/2023:12:56:46 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:56:50 +0700] "GET /Highlands/ HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:56:51 +0700] "GET /Highlands/home/index.htm HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:56:51 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:56:55 +0700] "POST /Highlands/login/logininfo.htm HTTP/1.1" 200 6027
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:00 +0700] "GET /Highlands/product/list.htm HTTP/1.1" 200 22332
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:09 +0700] "GET /Highlands/product/list/SP20.htm?linkEdit HTTP/1.1" 200 22924
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:13 +0700] "POST /Highlands/product/list.htm?btnEdit HTTP/1.1" 200 22359
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:16 +0700] "GET /Highlands/product/list/SP20.htm?linkEdit HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:25 +0700] "GET /Highlands/product/detail/list.htm HTTP/1.1" 200 37573
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:49 +0700] "GET /Highlands/product/detailMaterial/SP12/K/list.htm HTTP/1.1" 200 9552
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:57:56 +0700] "GET /Highlands/product/detail/list.htm HTTP/1.1" 200 37573
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:58:03 +0700] "GET /Highlands/product/detail/list/SP12/K.htm?linkEdit HTTP/1.1" 200 39078
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:58:13 +0700] "POST /Highlands/product/detail/list.htm HTTP/1.1" 200 37616
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:58:21 +0700] "GET /Highlands/product/detail/list.htm HTTP/1.1" 200 37608
0:0:0:0:0:0:0:1 - - [22/Jun/2023:12:58:32 +0700] "GET /Highlands/login/logout.htm HTTP/1.1" 200 2758
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:00:03 +0700] "POST /Highlands/login/logininfo.htm HTTP/1.1" 200 6027
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:00:07 +0700] "GET /Highlands/product/list.htm HTTP/1.1" 200 22327
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:00:27 +0700] "GET /Highlands/product/list/SP11.htm?linkEdit HTTP/1.1" 200 22900
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:00:31 +0700] "GET /Highlands/product/list.htm HTTP/1.1" 200 22327
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:00:36 +0700] "POST /Highlands/product/list.htm?btnAdd HTTP/1.1" 200 22496
0:0:0:0:0:0:0:1 - - [22/Jun/2023:13:01:08 +0700] "POST /Highlands/product/list.htm?btnAdd HTTP/1.1" 200 22562
